Name of the table	ORPHA number	Disease label	MIM code
PatRef	1327	Camptodactyly syndrome, Guadalajara type 1	211910
PatRef	1328	Camurati-Engelmann disease	131300
PatRef	1328	Camurati-Engelmann disease	606631
PatRef	2856	Persistent Mullerian duct syndrome	261550
PatRef	1335	Cantrell pentalogy	313850
PatRef	1336	Hyperkeratosis - hyperpigmentation syndrome	144190
PatRef	1338	Heart defect - tongue hamartoma - polysyndactyly	217085
PatRef	1339	Cranioacrofacial syndrome	122850
PatRef	1340	Cardiofaciocutaneous syndrome	115150
PatRef	1342	Heart-hand syndrome, Spanish type	140450
PatRef	1352	Atrioventricular defect - blepharophimosis -radial defects	600123
PatRef	1355	Heart defect - round face - congenital developmental delay	270460
PatRef	1361	Carnosinemia	212200
PatRef	1366	Cataract - alopecia - sclerodactyly	212360
PatRef	1368	Cataract - ataxia - deafness	212710
PatRef	1373	Cataract - aberrant oral frenula - growth delay	115645
PatRef	163	Hereditary hyperferritinemia with congenital cataracts	600886
PatRef	1375	Cataract - hypertrichosis - intellectual deficit	211770
PatRef	1376	Congenital cataract - ichthyosis	212400
PatRef	1377	Cataract-microcornea syndrome	116150
PatRef	1380	Cataract - nephropathy - encephalopathy	218900
PatRef	1387	Cataract - intellectual deficit - hypogonadism	212720
PatRef	1388	Catel-Manzke syndrome	302380
PatRef	1389	Cortical blindness - intellectual deficit - polydactyly	218010
PatRef	1393	Cerebro-costo-mandibular syndrome	117650
PatRef	1394	Cerebro-facio-thoracic dysplasia	213980
PatRef	1396	Cerebro-reno-digital syndrome	609345
PatRef	1397	Cerebellum agenesis - hydrocephaly	307010
PatRef	1399	Richards-Rundle syndrome	245100
PatRef	1401	CHAND syndrome	214350
PatRef	1408	Hair defect - photosensitivity - intellectual deficit	234030
PatRef	1409	Woolly hair - hypotrichosis - everted lower lip - outstanding ears	278200
PatRef	1410	Uncombable hair syndrome	191480
PatRef	1412	Tarsal-carpal coalition syndrome	186400
PatRef	1412	Tarsal-carpal coalition syndrome	186570
PatRef	1416	Familial articular chondrocalcinosis	118600
PatRef	1416	Familial articular chondrocalcinosis	600668
PatRef	1421	Lethal chondrodysplasia, Seller type	601376
PatRef	174	Metaphyseal chondrodysplasia, Schmid type	156500
PatRef	1425	Desbuquois syndrome	251450
PatRef	1426	Greenberg dysplasia	215140
PatRef	1427	Otospondylomegaepiphyseal dysplasia	215150
PatRef	1429	Benign familial chorea	118700
PatRef	1429	Benign familial chorea	215450
PatRef	1432	Chorioretinopathy - autosomal dominant microcephaly	156590
PatRef	1435	Choroideremia - deafness - obesity	303110
PatRef	1436	Skeletal dysplasia - intellectual deficit	309620
PatRef	1453	Cleido rhizomelic syndrome	119650
PatRef	1454	Joubert syndrome with hepatic defect	216360
PatRef	190	Coats disease	300216
PatRef	1458	CODAS syndrome	600373
PatRef	1466	COFS syndrome	214150
PatRef	1466	COFS syndrome	610756
PatRef	1466	COFS syndrome	610758
PatRef	1471	Coloboma of macula - brachydactyly type B	120400
PatRef	1484	Contractures - ectodermal dysplasia - cleft lip/palate	301815
PatRef	1486	Lethal congenital contracture syndrome type 1	253310
PatRef	1487	Anonychia - onychodystrophy with hypoplasia or absence of distal phalanges	106995
PatRef	1490	Corneal dystrophy - perceptive deafness	217400
PatRef	1493	Vici syndrome	242840
PatRef	1495	Intellectual deficit - hypoplastic corpus callosum - preauricular tag	217990
PatRef	1497	X-linked recessive corpus callosum dysgenesis	304100
PatRef	1507	Autosomal recessive Robinow syndrome	268310
PatRef	1508	Coxoauricular syndrome	122780
PatRef	1509	Coxo-podo-patellar syndrome	147891
PatRef	1512	Crane-Heise syndrome	218090
PatRef	1513	Craniodiaphyseal dysplasia	218300
PatRef	1514	Craniodigital syndrome - intellectual deficit	312860
PatRef	1515	Sensenbrenner syndrome	218330
PatRef	1516	Craniofacial dyssynostosis	218350
PatRef	1517	Cantu syndrome	114620
PatRef	1519	Craniofrontonasal dysplasia, Teebi type	145420
PatRef	1520	Craniofrontonasal dysplasia	304110
PatRef	1522	Craniometaphyseal dysplasia	123000
PatRef	1522	Craniometaphyseal dysplasia	218400
PatRef	1525	Cranio osteoarthropathy	259100
PatRef	1527	Craniosynostosis, Philadelphia type	601222
PatRef	1528	Craniotelencephalic dysplasia	218670
PatRef	1529	Craniofacial-deafness-hand syndrome	122880
PatRef	1532	Lopez-Hernandez syndrome	601853
PatRef	1533	Craniosynostosis - fibular aplasia	218550
PatRef	1540	Jackson-Weiss syndrome	123150
PatRef	1543	Autosomal dominant craniodiaphyseal dysplasia	122860
PatRef	1545	Crisponi syndrome	601378
PatRef	1547	Cryptomicrotia - brachydactyly - excess fingertip arch	123560
PatRef	1553	Curry-Jones syndrome	601707
PatRef	1555	Cutis gyrata - acanthosis nigricans - craniosynostosis	123790
PatRef	1557	Cutis verticis gyrata - intellectual deficit	219300
PatRef	1557	Cutis verticis gyrata - intellectual deficit	304200
PatRef	1562	Dacryocystitis - osteopoikilosis	166705
PatRef	1563	Dahlberg-Borer-Newcomer syndrome	247410
PatRef	1566	Dandy-Walker malformation - postaxial polydactyly	220220
PatRef	1568	Intellectual deficit, X-linked - Dandy-Walker malformation - basal ganglia disease - Seizures	304340
PatRef	1569	De Sanctis-Cacchione syndrome	278800
PatRef	1571	Knobloch syndrome	267750
PatRef	1571	Knobloch syndrome	608454
PatRef	1571	Knobloch syndrome	611948
PatRef	1551	Familial benign Copper deficiency	121270
PatRef	1979	Lipodystrophy due to peptidic growth factors deficiency	233805
PatRef	382	Guanidinoacetate methyltransferase deficiency	612736
PatRef	742	Prolidase deficiency	170100
PatRef	859	Transcobalamin II deficiency	275350
PatRef	726	Alpers syndrome	203700
PatRef	1573	Juvenile macular degeneration - hypotrichosis	601553
PatRef	1574	Retinal degeneration - nanophthalmos - glaucoma	267760
PatRef	1596	Distal monosomy 15q	612626
PatRef	1606	Distal monosomy 1p36	607872
PatRef	1647	Oculocerebrocutaneous syndrome	164180
PatRef	1653	Dentin dysplasia	125400
PatRef	1653	Dentin dysplasia	125420
PatRef	1653	Dentin dysplasia	125440
PatRef	1657	Dermatoosteolysis, Kirghizian type	221810
PatRef	1658	Absence of fingerprints - congenital milia	136000
PatRef	1659	Dermatoleukodystrophy	221790
PatRef	1660	Dermo-odonto dysplasia	125640
PatRef	1661	X-linked corneal dermoid	304730
PatRef	1662	Lethal dermopathy restrictive	275210
PatRef	1667	Wolcott-Rallison syndrome	226980
PatRef	1671	Diastematomyelia	222500
PatRef	1674	Digitorenocerebral syndrome	222760
PatRef	1678	Dincsoy-Salih-Patel syndrome	601016
PatRef	1680	Spastic diplegia, infantile type	270600
PatRef	1682	Arterial dissection - lentiginosis	600459
PatRef	1683	Distichiasis - congenital heart defects - peripheral vascular anomalies	126320
PatRef	1756	Caudal duplication	607864
PatRef	1765	Dyschondrosteosis - nephritis	127350
PatRef	1766	Dysequilibrium syndrome	224050
PatRef	1766	Dysequilibrium syndrome	610185
PatRef	1767	Familial progressive vestibulocochlear dysfunction	193005
PatRef	1777	Temtamy syndrome	218340
PatRef	1780	Dysmorphism - multiple structural anomalies	227255
PatRef	1782	Dysosteosclerosis	224300
PatRef	1784	Acro-fronto-facio-nasal dysostosis	201180
PatRef	1786	Acrofacial dysostosis, Catania type	101805
PatRef	1788	Acrofacial dysostosis, Rodriguez type	201170
PatRef	1790	Hypomandibular faciocranial dysostosis	241310
PatRef	1792	Humerospinal dysostosis	143095
PatRef	1794	Oculomaxillofacial dysostosis	600251
PatRef	1798	Dysostosis, Stanescu type	122900
PatRef	1799	Familial developmental dysphasia	600117
PatRef	1801	Kyphomelic dysplasia	211350
PatRef	1802	Ghosal hematodiaphyseal dysplasia	231095
PatRef	1803	Thoracomelic dysplasia	273740
PatRef	1804	Dyssegmental dysplasia - glaucoma	601561
PatRef	1806	Ectodermal dysplasia - blindness	268320
PatRef	1808	Hidrotic ectodermal dysplasia, Christianson-Fourie type	601375
PatRef	1811	Odontomicronychial dysplasia	601319
PatRef	1812	Ectodermal dysplasia - intellectual deficit - central nervous system malformation	225040
PatRef	1830	Schimke immuno-osseous dysplasia	242900
PatRef	1831	Iris dysplasia - hypertelorism - deafness	109120
PatRef	1836	Mesomelic dysplasia, Thai type	156232
PatRef	1837	Ulna metaphyseal dysplasia syndrome	191420
PatRef	1838	Metaphyseal dysplasia without hypotrichosis	250460
PatRef	1839	Mucoepithelial dysplasia hereditary	158310
PatRef	1842	Lethal bone dysplasia, Holmgren type	211120
PatRef	1852	X-linked retinal dysplasia	312550
PatRef	1858	Skeletal dysplasia - epilepsy - short stature	601187
PatRef	1860	Thanatophoric dwarfism type I	187600
PatRef	1861	Thoracic dysplasia-hydrocephalus syndrome	273730
PatRef	1865	Dyssegmental dysplasia, Silverman-Handmaker type	224410
PatRef	1867	Bullous dystrophy, macular type	302000
PatRef	1871	Progressive cone dystrophy	180020
PatRef	1871	Progressive cone dystrophy	300085
PatRef	1871	Progressive cone dystrophy	301251
PatRef	1871	Progressive cone dystrophy	304030
PatRef	1871	Progressive cone dystrophy	602093
PatRef	1871	Progressive cone dystrophy	613093
PatRef	1872	Cone rod dystrophy	120970
PatRef	1872	Cone rod dystrophy	300476
PatRef	1872	Cone rod dystrophy	600624
PatRef	1872	Cone rod dystrophy	600977
PatRef	1872	Cone rod dystrophy	601777
PatRef	1872	Cone rod dystrophy	603649
PatRef	1872	Cone rod dystrophy	604116
PatRef	1872	Cone rod dystrophy	605549
PatRef	1872	Cone rod dystrophy	608194
PatRef	1872	Cone rod dystrophy	610283
PatRef	1872	Cone rod dystrophy	610381
PatRef	1872	Cone rod dystrophy	610478
PatRef	1872	Cone rod dystrophy	612657
PatRef	1872	Cone rod dystrophy	612775
PatRef	1873	Jalili syndrome	217080
PatRef	1875	Muscular dystrophy - congenital infantile cataract - hypogonadism	254000
PatRef	1882	Hypohidrotic ectodermal dysplasia - hypothyroidism - ciliary dyskinesia	225050
PatRef	1883	Ectodermal dysplasia - sensorineural deafness	224800
PatRef	1816	Ectodermal dysplasia, Berlin type	246500
PatRef	1818	Ectodermal dysplasia, tricho-odonto-onychial type	129510
PatRef	1807	Facial ectodermal dysplasia	227260
PatRef	1888	Ectrodactyly - ectodermal dysplasia without clefting	129810
PatRef	1889	Ectrodactyly - cleft palate	129830
PatRef	1891	Intellectual deficit - spasticity - ectrodactyly	246555
PatRef	1892	Ectrodactyly - polydactyly	225290
PatRef	1895	Edinburgh malformation syndrome	129850
PatRef	1896	EEC syndrome	129900
PatRef	1896	EEC syndrome	183500
PatRef	1896	EEC syndrome	604292
PatRef	1897	EEM syndrome	225280
PatRef	1906	Fetal valproate syndrome	609442
PatRef	1910	Fetal iodine syndrome	228355
PatRef	1912	Fetal hydantoin syndrome	132810
PatRef	1927	Emery-Nelson syndrome	139750
PatRef	1937	Eng-Strom syndrome	135950
PatRef	1822	Dysplasia epiphysealis hemimelica	127800
PatRef	1824	Lowry-Wood syndrome	226960
PatRef	1952	Pacman dysplasia	167220
PatRef	1953	Nodular erythema - digital changes	256040
PatRef	1954	Congenital lethal erythroderma	227090
PatRef	1955	Erythrokeratodermia ataxia	133190
PatRef	1962	Exostose -anetodermia - brachydactyly type E	133690
PatRef	1964	Extrasystoles - short stature - hyperpigmentation - microcephaly	133750
PatRef	1968	Flat face - microstomia - ear anomaly	182150
PatRef	1970	Facial dysmorphism - macrocephaly - myopia - Dandy-Walker malformation	220219
PatRef	1972	Lethal faciocardiomelic dysplasia	227270
PatRef	1973	Faciocardiorenal syndrome	227280
PatRef	1974	Autosomal recessive facio-digito-genital syndrome	227330
PatRef	1977	Facio-thoraco-genital syndrome	227320
PatRef	1980	Bilateral striopallidodentate calcinosis	114100
PatRef	1980	Bilateral striopallidodentate calcinosis	213600
PatRef	1980	Bilateral striopallidodentate calcinosis	606656
PatRef	1984	Fechtner syndrome	153640
PatRef	1986	Gollop-Wolfgang complex	228250
PatRef	1988	Femoral hypoplasia - unusual facies syndrome	134780
PatRef	1993	Pai syndrome	155145
PatRef	1997	Blepharo-cheilo-odontic syndrome	119580
PatRef	2001	Cleft lip/palate - intestinal malrotation - cardiopathy	601165
PatRef	2003	Cleft lip/palate - deafness - sacral lipoma	223200
PatRef	2004	Laryngo-tracheo-esophageal cleft	215800
PatRef	2006	Median cleft lip/mandibule	183400
PatRef	2007	Alar cartilages hypoplasia - coloboma - telecanthus	203000
PatRef	2008	Cleft palate - cardiac defect - genital anomalies - ectrodactyly	600460
PatRef	2010	Cleft palate - stapes fixation - oligodontia	216300
PatRef	2013	Cleft palate - large ears - small head	181180
PatRef	2016	Cleft palate-lateral synechia syndrome	119550
PatRef	2019	Femur-fibula-ulna complex	228200
PatRef	2021	Fibrochondrogenesis	228520
PatRef	2022	Endomyocardial fibroelastosis	226000
PatRef	2022	Endomyocardial fibroelastosis	305300
PatRef	2024	Autosomal dominant gingival fibromatosis	135300
PatRef	2024	Autosomal dominant gingival fibromatosis	605544
PatRef	2024	Autosomal dominant gingival fibromatosis	609955
PatRef	2024	Autosomal dominant gingival fibromatosis	611010
PatRef	2025	Gingival fibromatosis - facial dysmorphism	228560
PatRef	2026	Gingival fibromatosis - hypertrichosis	135400
PatRef	2027	Gingival fibromatosis - progressive deafness	135550
PatRef	2028	Juvenile hyaline fibromatosis	228600
PatRef	2031	Hepatic fibrosis - renal cysts - intellectual deficit	213010
PatRef	2036	Scalp-ear-nipple syndrome	181270
PatRef	2042	Tracheo-esophageal fistula - hypospadias	601346
PatRef	2824	Paraplegia - intellectual deficit - hyperkeratosis	309560
PatRef	2044	Floating-Harbor syndrome	136140
PatRef	2047	Flynn-Aird syndrome	136300
PatRef	2050	Cole-Carpenter syndrome	112240
PatRef	2051	Fraser-like syndrome	229230
PatRef	2055	Growth deficiency - brachydactyly - dysmorphism	609640
PatRef	1791	Fronto-facio-nasal dysostosis	229400
PatRef	1791	Fronto-facio-nasal dysostosis	601452
PatRef	1826	Frontometaphyseal dysplasia	305620
PatRef	250	Frontonasal dysplasia	136760
PatRef	1828	Frontonasal dysplasia - Klippel-Feil syndrome	118100
PatRef	2057	Blepharophimosis - ptosis - esotropia - syndactyly - short stature	210745
PatRef	2059	Fryns syndrome	229850
PatRef	2063	Splenogonadal fusion - limb defects - micrognatia	183300
PatRef	2064	Posterior fusion of lumbosacral vertebrae - blepharoptosis	192800
PatRef	2065	Galloway-Mowat syndrome	251300
PatRef	2067	GAPO syndrome	230740
PatRef	2069	Gastrocutaneous syndrome	137270
PatRef	2072	Gaucher disease - ophthalmoplegia - cardiovascular calcification	231005
PatRef	2075	Genito-palato-cardiac syndrome	231060
PatRef	2077	German syndrome	231080
PatRef	2078	Geroderma osteodysplastica	231070
PatRef	2083	Prominent glabella - microcephaly - hypogenitalism	247990
PatRef	2084	Glaucoma - ectopia - microspherophakia - stiff joints - short stature	137765
PatRef	2085	Glaucoma - sleep apnea	137763
PatRef	2087	Glomerulonephritis - sparse hair - telangiectasis	137940
PatRef	2090	GMS syndrome	138770
PatRef	2091	Multinodular goiter - cystic kidney - polydactyly	138790
PatRef	2092	Focal dermal hypoplasia	305600
PatRef	376	Gordon syndrome	114300
PatRef	2095	Gorlin-Chaudhry-Moss syndrome	233500
PatRef	2097	Grant syndrome	138930
PatRef	2098	Acromesomelic dysplasia, Grebe type	200700
PatRef	380	Greig syndrome	175700
PatRef	2101	Grubben-de Cock-Borghgraef syndrome	233810
PatRef	2107	Hall-Riggs syndrome	234250
PatRef	2108	Hallermann-Streiff-François syndrome	234100
PatRef	2110	Hallux varus - preaxial polysyndactyly	234280
PatRef	2114	Hip dysplasia, Beukes type	142669
PatRef	2115	Harrod syndrome	601095
PatRef	2117	Hartsfield-Bixler-Demyer syndrome	300571
PatRef	2994	Short stature - craniofacial anomalies - genital hypoplasia	177980
PatRef	2119	HEC syndrome	600559
PatRef	2124	Hemangiomas cavernous of face supraumbilical midline raphe	140850
PatRef	2128	Hemihypertrophy	235000
PatRef	2136	Hennekam syndrome	235510
PatRef	2138	Ovotesticular disorder of sex development	400045
PatRef	2141	Diaphragmatic defect - limb deficiency - skull defect	601163
PatRef	2143	Donnai-Barrow syndrome	222448
PatRef	2149	Nodular neuronal heterotopia	300049
PatRef	2149	Nodular neuronal heterotopia	608097
PatRef	2149	Nodular neuronal heterotopia	608098
PatRef	2149	Nodular neuronal heterotopia	612881
PatRef	2148	Lissencephaly type 1 due to doublecortin gene mutation	300067
PatRef	387	Hidradenitis suppurativa	142690
PatRef	2150	Hirschsprung disease - type D brachydactyly	306980
PatRef	2152	Mowat-Wilson syndrome	235730
PatRef	2153	Hirschsprung disease - nail hypoplasia - dysmorphism	235760
PatRef	2155	Hirschsprung disease - deafness - polydactyly	235740
PatRef	2156	Hirsutism - skeletal dysplasia - intellectual deficit	142625
PatRef	2158	Histidinuria - renal tubular defect	235830
PatRef	2163	Holoprosencephaly - craniosynostosis	601370
PatRef	2166	Holoprosencephaly - postaxial polydactyly	264480
PatRef	2167	Holzgreve-Wagner-Rehder syndrome	236110
PatRef	2169	Methylcobalamin deficiency type cbl E	236270
PatRef	2172	Microcephaly - glomerulonephritis - marfanoid habitus	248760
PatRef	2176	Infantile systemic hyalinosis	236490
PatRef	2180	Hydrocephalus - costovertebral dysplasia - Sprengel anomaly	600991
PatRef	2181	Hydrocephaly - tall stature - joint laxity	236660
PatRef	2189	Hydrolethalus	236680
PatRef	2196	Familial hypomagnesemia - hypercalciuria - nephrocalcinosis - severe ocular involvement	248190
PatRef	312	Congenital bullous ichthyosiform erythroderma	113800
PatRef	312	Congenital bullous ichthyosiform erythroderma	607602
PatRef	2198	Keratosis palmoplantaris - esophageal carcinoma	148500
PatRef	495	Greither's disease	133200
PatRef	2199	Localized epidermolytic palmoplantar hyperkeratosis	144200
PatRef	2200	Palmoplantar keratosis, focal and gingival	148730
PatRef	2201	Keratoderma palmoplantar - spastic paralysis	148360
PatRef	2202	Keratoderma palmoplantar - deafness	148350
PatRef	2206	Ankylosing vertebral hyperostosis with tylosis	106400
PatRef	2211	Hypertelorism-hypospadias-polysyndactyly syndrome	239710
PatRef	2213	Hypertelorism-microtia-facial clefting syndrome	239800
PatRef	2215	Malignant hyperthermia - arthrogryposis - torticollis	217150
PatRef	2218	Cervical hypertrichosis - peripheral neuropathy	239840
PatRef	2220	Hypertrichosis cubiti - short stature	139600
PatRef	2222	Hypertrichosis lanuginosa congenita	145700
PatRef	2222	Hypertrichosis lanuginosa congenita	307150
PatRef	2224	Hypertryptophanemia	600627
PatRef	2227	Hypodontia	106600
PatRef	2227	Hypodontia	114600
PatRef	2227	Hypodontia	150400
PatRef	2227	Hypodontia	206780
PatRef	2227	Hypodontia	313500
PatRef	2227	Hypodontia	602639
PatRef	2227	Hypodontia	604625
PatRef	2227	Hypodontia	608615
PatRef	2227	Hypodontia	610926
PatRef	2228	Hypodontia - dysplasia of nails	189500
PatRef	1051	Corneal anesthesia - deafness - intellectual deficit	122430
PatRef	2229	Dilated cardiomyopathy - hypergonadotropic hypogonadism	212112
PatRef	2229	Dilated cardiomyopathy - hypergonadotropic hypogonadism	212120
PatRef	2232	Primary hypergonadotropic hypogonadism - partial alopecia	241090
PatRef	2234	Male hypergonadotropic hypogonadism - intellectual deficit - skeletal anomalies	307500
PatRef	2237	Hypoparathyroidism - deafness - renal disease	146255
PatRef	2238	Familial isolated hypoparathyroidism	146200
PatRef	2238	Familial isolated hypoparathyroidism	307700
PatRef	2239	Familial isolated hypoparathyroidism due to agenesis of parathyroid gland	307700
PatRef	2241	Megacystis microcolon - intestinal hypoperistalsis - hydronephrosis	249210
PatRef	2246	Cerebellar hypoplasia - tapetoretinal degeneration	213000
PatRef	2249	Ulna hypoplasia - intellectual deficit	276821
PatRef	2250	Hyposmia - nasal and ocular hypoplasia - hypogonadotropic hypogonadism	603457
PatRef	2251	Thumb deformity - alopecia - pigmentation anomaly	188150
PatRef	2252	Radial hypoplasia - triphalangeal thumbs - hypospadias - maxillary diastema	179250
PatRef	2255	Pancreatic hypoplasia - diabetes - heart disease	600001
PatRef	2256	Fibulo-ulnar hypoplasia - renal anomalies	228940
PatRef	2257	Familial primary pulmonary hypoplasia	265430
PatRef	2261	Hypospadias - intellectual deficit, Goldblatt type	241760
PatRef	672	Pallister-Hall syndrome	146510
PatRef	2267	Ichthyosis-cheek-eyebrow syndrome	146720
PatRef	2269	Ichthyosis - alopecia - eclabion - ectropion - intellectual deficit	242510
PatRef	139	CHILD syndrome	300275
PatRef	139	CHILD syndrome	308050
PatRef	165	Neutral lipid storage disease	275630
PatRef	165	Neutral lipid storage disease	610717
PatRef	457	Ichthyosis congenita, harlequin type	242500
PatRef	2272	Ichthyosis - oral and digital anomalies	258840
PatRef	455	Ichthyosis bullosa of Siemens	146800
PatRef	2273	Ichthyosis follicularis - atrichia - photophobia	308205
PatRef	2274	Ichthyosis - hepatosplenomegaly - cerebellar degeneration	242520
PatRef	2278	Ichthyosis - intellectual deficit - dwarfism - renal impairment	242530
PatRef	2285	Primary basilar impression	109500
PatRef	2286	Solitary median maxillary central incisor syndrome	147250
PatRef	2287	Fused mandibular incisors	147251
PatRef	2290	Microvillous inclusion disease	251850
PatRef	2291	Congenital velopharyngeal incompetence	167500
PatRef	2292	Congenital bowing of long bones	211355
PatRef	2292	Congenital bowing of long bones	264050
PatRef	2295	Ehlers-Danlos syndrome type 11	147900
PatRef	2306	Isotretinoin-like syndrome	243440
PatRef	2307	IVIC syndrome	147750
PatRef	2309	Pachyonychia congenita	167200
PatRef	2309	Pachyonychia congenita	167210
PatRef	2309	Pachyonychia congenita	260130
PatRef	2310	Absence deformity of leg - cataract	246000
PatRef	2315	Johanson-Blizzard syndrome	243800
PatRef	2316	Neuroectodermal syndrome, Johnson type	147770
PatRef	2319	Juberg-Hayward syndrome	216100
PatRef	2321	Jung-Wolff-Back-Stahl syndrome	601427
PatRef	2322	Kabuki syndrome	147920
PatRef	2323	Sanjad-Sakati syndrome	241410
PatRef	2324	Kaler-Garrity-Stern syndrome	259690
PatRef	2325	Kallin syndrome	226440
PatRef	2328	Kapur-Toriello syndrome	244300
PatRef	2329	Karsch-Neugebauer syndrome	183800
PatRef	2332	KBG syndrome	148050
PatRef	2335	Isolated keratoconus	148300
PatRef	2335	Isolated keratoconus	608586
PatRef	2335	Isolated keratoconus	608932
PatRef	2335	Isolated keratoconus	609271
PatRef	2337	Autosomal dominant diffuse palmoplantar keratoderma, Norrbotten type	600231
PatRef	2338	Hereditary palmoplantar keratoderma punctate	148600
PatRef	2338	Hereditary palmoplantar keratoderma punctate	175860
PatRef	494	Keratoderma hereditarium mutilans	124500
PatRef	2339	Keratosis follicularis - dwarfism - cerebral atrophy	308830
PatRef	2340	Keratosis follicularis spinulosa decalvans	308800
PatRef	2340	Keratosis follicularis spinulosa decalvans	612843
PatRef	2342	Haim-Munk syndrome	245010
PatRef	485	Kniest dysplasia	156550
PatRef	2347	Lethal Kniest-like dysplasia	245190
PatRef	2348	Familial partial lipodystrophy, Dunnigan type	151660
PatRef	2351	Kousseff syndrome	192430
PatRef	2353	Hypotelorism - cleft palate - hypospadias	164220
PatRef	2355	Kumar-Levick syndrome	106990
PatRef	2363	Lacrimo-auriculo-dento-digital syndrome	149730
PatRef	2371	Lethal Larsen-like syndrome	245650
PatRef	2375	Laryngeal abductor paralysis - intellectual deficit	308850
PatRef	2378	Laurin-Sandrow syndrome	135750
PatRef	2379	Early-onset parkinsonism - intellectual deficit	311510
PatRef	2387	Leukonychia totalis	151600
PatRef	2388	Neuroacanthocytosis	200150
PatRef	2390	Lichstenstein syndrome	246550
PatRef	2391	Congenitally short costocoracoid ligament	122580
PatRef	2396	Encephalocraniocutaneous lipomatosis	613001
PatRef	2399	Nasopalpebral lipoma - coloboma - telecanthus	167730
PatRef	2400	Motor neuropathy peripheral - dysautonomia	252320
PatRef	2405	Thickened earlobes - conductive deafness	128980
PatRef	2407	LOGIC syndrome	245660
PatRef	2408	Lowe-Kohn-Cohen syndrome	107100
PatRef	2409	Lowry-MacLean syndrome	600252
PatRef	2575	Cystic fibrosis - gastritis - megaloblastic anemia	219721
PatRef	2410	Hypergonadotropic hypogonadism - cataract syndrome	240950
PatRef	2412	Dislocation of the hip - dysmorphism	601450
PatRef	2429	Macrocephaly - spastic paraplegia - dysmorphism	600302
PatRef	2432	Macrosomia - microphthalmia - cleft palate	248110
PatRef	1019	Epstein syndrome	153650
PatRef	2435	Macules hypopigmented - congenital hereditary hyperpigmented	154000
PatRef	296	Enchondromatosis	166000
PatRef	2437	Split hand - urinary anomalies - spina bifida	183802
PatRef	2438	Hand-foot-uterus syndrome	140000
PatRef	2439	Split hand deformity - mandibulofacial dysostosis	183700
PatRef	2440	Split hand - split foot	183600
PatRef	2440	Split hand - split foot	225300
PatRef	2440	Split hand - split foot	313350
PatRef	2440	Split hand - split foot	600095
PatRef	2440	Split hand - split foot	605289
PatRef	2440	Split hand - split foot	606708
PatRef	2451	Mucocutaneous venous malformations	600195
PatRef	2453	Multiple congenital anomalies - intellectual deficit - growth failure - cleft lip/palate	248340
PatRef	2454	Familial intestinal malrotation - facial anomalies	193250
PatRef	2456	Familial supernumerary nipples	163700
PatRef	2461	Marden-Walker syndrome	248700
PatRef	2462	Shprintzen-Goldberg syndrome	182212
PatRef	2463	Marfanoid habitus-intellectual deficit	248770
PatRef	559	Marinesco-Sjögren syndrome	248800
PatRef	561	Marshall-Smith syndrome	602535
PatRef	2470	Matthew-Wood syndrome	601186
PatRef	2471	McDonough syndrome	248950
PatRef	2473	McKusick-Kaufman syndrome	236700
PatRef	2475	White forelock with malformations	277740
PatRef	2477	Megalencephaly	155350
PatRef	2479	Megalocornea-intellectual deficit syndrome	249310
PatRef	2481	Neurocutaneous melanosis	249400
PatRef	2483	Melkersson-Rosenthal syndrome	155900
PatRef	2484	Osteodysplasty, Melnick-Needles type	309350
PatRef	2485	Melorheostosis	155950
PatRef	2489	Upper limb defect - eye and ear abnormalities	274205
PatRef	2491	Mullerian duct anomalies - limb anomalies	146160
PatRef	2492	Limb transversal defect - cardiac anomaly	246570
PatRef	619	Primary ovarian failure	300511
PatRef	619	Primary ovarian failure	300604
PatRef	619	Primary ovarian failure	311360
PatRef	619	Primary ovarian failure	608996
PatRef	619	Primary ovarian failure	611548
PatRef	619	Primary ovarian failure	612310
PatRef	2496	8q13 microdeletion syndrome	600383
PatRef	2497	Upper limb mesomelic dysplasia	191440
PatRef	2498	Metacarpals 4 and 5 fusion	309630
PatRef	2499	Metachondromatosis	156250
PatRef	2500	Acrogeria	201200
PatRef	2501	Metaphyseal chondrodysplasia, Spahr type	250400
PatRef	2502	Metaphyseal dysostosis - intellectual deficit - conductive deafness	250420
PatRef	2504	Metaphyseal dysplasia - maxillary hypoplasia - brachydacty	156510
PatRef	2505	Michelin tire baby syndrome	156610
PatRef	2506	Michels syndrome	257920
PatRef	2508	Micrencephaly - corpus callosum agenesis - abnormal genitalia	300004
PatRef	2510	Micro syndrome	600118
PatRef	2511	Microbrachycephaly - ptosis - cleft lip	268850
PatRef	2513	Microcephaly - albinism - digital anomalies	203340
PatRef	2514	Autosomal dominant microcephaly	156580
PatRef	2515	Microcephaly - cardiomyopathy	251220
PatRef	2516	Microcephaly - cardiac defect - lung malsegmentation	601355
PatRef	2518	Chorioretinopathy - autosomal recessive microcephaly	251270
PatRef	2522	Microcephaly - cervical spine fusion anomalies	251250
PatRef	2523	Microcephaly - brain defect - spasticity - hypernatremia	251280
PatRef	2524	Pontocerebellar hypoplasia type 2	277470
PatRef	2524	Pontocerebellar hypoplasia type 2	612389
PatRef	2524	Pontocerebellar hypoplasia type 2	612390
PatRef	2526	Microcephaly - lymphedema - chorioretinopathy	152950
PatRef	2533	Microcephaly - deafness - intellectual deficit	156620
